domainid	n	non_zero_counts	min_count	max_count	mean	stddev	kurtosis	skew	ks_test_statistic	ks_test_pvalue	norm_log_statistic	norm_log_pvalue	norm_sqrt_statistic	norm_sqrt_pvalue	norm_cbrt_statistic	norm_cbrt_pvalue	norm_yeojohnson_statistic	norm_yeojohnson_pvalue	yeojohnson_lmbda
PF08203	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08204	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08205	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08207	7059	7013	0	4	1.107239	0.333649	5.202740	2.118641	0.513420	0.000100	0.501877	0.000100	0.489163	0.000100	0.464993	0.000100	0.489405	0.000100	-0.610970
PF08208	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08209	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08210	7059	32	0	1	0.004533	0.067176	215.598304	14.751214	0.522366	0.000100	0.522366	0.000100	0.522366	0.000100	0.522366	0.000100	0.522366	0.000100	-110.420068
PF08211	7059	581	0	1	0.082306	0.274831	7.239430	3.039643	0.535399	0.000100	0.535399	0.000100	0.535399	0.000100	0.535399	0.000100	0.535399	0.000100	-17.527245
PF08212	7059	2099	0	4	0.350616	0.599289	4.899924	1.928524	0.423379	0.000100	0.437530	0.000100	0.440767	0.000100	0.443278	0.000100	0.444851	0.000100	-3.496949
PF08213	7059	1263	0	2	0.179062	0.383774	0.854031	1.681664	0.500668	0.000100	0.500721	0.000100	0.500735	0.000100	0.500743	0.000100	0.500749	0.000100	-7.871115
PF08214	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08216	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08219	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08221	7059	1	0	1	0.000142	0.011901	7054.000142	84.000001	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	-110.420068
PF08224	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08226	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08227	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08228	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08229	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08231	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08232	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08234	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08235	7059	19	0	2	0.002833	0.055754	491.140308	21.098987	0.517571	0.000100	0.517858	0.000100	0.517938	0.000100	0.517989	0.000100	0.518023	0.000100	-90.526417
PF08236	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08238	7059	3530	0	18	1.339992	1.950878	6.146714	2.078403	0.263179	0.000100	0.307803	0.000100	0.313751	0.000100	0.328559	0.000100	0.327929	0.000100	-0.798043
PF08239	7059	4063	0	34	1.407140	2.024775	19.152836	3.046276	0.258951	0.000100	0.260068	0.000100	0.267016	0.000100	0.286712	0.000100	0.281922	0.000100	-0.596895
PF08240	7059	6868	0	91	11.951126	10.139278	4.734224	1.857471	0.169844	0.000100	0.084444	0.000100	0.086505	0.000100	0.076922	0.000100	0.055132	0.000100	0.198143
PF08241	7059	6906	0	42	6.667092	6.041197	3.706546	1.817118	0.188244	0.000100	0.063083	0.000100	0.106336	0.000100	0.079258	0.000100	0.064512	0.000100	-0.015933
PF08242	7059	2260	0	13	0.600793	1.206949	12.799462	3.131088	0.370509	0.000100	0.411102	0.000100	0.417012	0.000100	0.426507	0.000100	0.432421	0.000100	-2.363049
PF08243	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08244	7059	1453	0	9	0.327242	0.829413	23.003136	4.049294	0.447564	0.000100	0.474912	0.000100	0.479297	0.000100	0.484902	0.000100	0.488792	0.000100	-5.054591
PF08245	7059	7055	0	11	6.022808	1.112927	2.653097	0.080228	0.236323	0.000100	0.217266	0.000100	0.216407	0.000100	0.211385	0.000100	0.239116	0.000100	1.085893
PF08246	7059	1	0	1	0.000142	0.011901	7054.000142	84.000001	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	-110.420068
PF08252	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08257	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08259	7059	6	0	1	0.000850	0.029142	1171.500851	34.256399	0.510783	0.000100	0.510783	0.000100	0.510783	0.000100	0.510783	0.000100	0.510783	0.000100	-110.420068
PF08263	7059	8	0	2	0.001275	0.039455	1337.131307	34.501240	0.511755	0.000100	0.512088	0.000100	0.512188	0.000100	0.512255	0.000100	0.512301	0.000100	-90.526417
PF08264	7059	7047	0	7	3.152855	0.530961	6.730022	0.837758	0.441153	0.000100	0.413709	0.000100	0.418012	0.000100	0.401192	0.000100	0.435162	0.000100	0.722108
PF08265	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08266	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08267	7059	3166	0	4	0.465080	0.533897	-0.364040	0.569189	0.359629	0.000100	0.365191	0.000100	0.366489	0.000100	0.367346	0.000100	0.367057	0.000100	-1.010164
PF08268	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08271	7059	135	0	1	0.019125	0.136963	47.308386	7.021993	0.536397	0.000100	0.536397	0.000100	0.536397	0.000100	0.536397	0.000100	0.536397	0.000100	-75.436917
PF08275	7059	6887	0	7	1.031449	0.344758	62.505723	5.180913	0.492848	0.000100	0.466776	0.000100	0.481321	0.000100	0.501528	0.000100	0.469404	0.000100	0.086735
PF08276	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08277	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08279	7059	5893	0	21	3.276243	3.523972	2.534319	1.643209	0.218227	0.000100	0.130987	0.000100	0.135852	0.000100	0.205978	0.000100	0.123096	0.000100	-0.109716
PF08281	7059	6595	0	175	13.534778	17.282648	10.660903	2.776491	0.216788	0.000100	0.055141	0.000100	0.089357	0.000100	0.076743	0.000100	0.053840	0.000100	0.020755
PF08282	7059	6197	0	21	2.758464	2.766474	2.475950	1.689006	0.245497	0.000100	0.143220	0.000100	0.174908	0.000100	0.238222	0.000100	0.151532	0.000100	-0.148774
PF08284	7059	9	0	2	0.001417	0.041206	1171.834843	32.292659	0.512437	0.000100	0.512767	0.000100	0.512866	0.000100	0.512930	0.000100	0.512975	0.000100	-90.526417
PF08285	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08286	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08287	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08288	7059	1	0	1	0.000142	0.011901	7054.000142	84.000001	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	-110.420068
PF08292	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08293	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08294	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08295	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08297	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08302	7059	5	0	1	0.000708	0.026605	1406.800709	37.533994	0.509911	0.000100	0.509911	0.000100	0.509911	0.000100	0.509911	0.000100	0.509911	0.000100	-110.420068
PF08303	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08305	7059	916	0	17	0.254710	0.910659	71.005319	6.811089	0.480375	0.000100	0.508484	0.000100	0.511089	0.000100	0.516631	0.000100	0.520534	0.000100	-7.702466
PF08309	7059	1547	0	14	0.355149	0.955642	52.037206	5.745508	0.425755	0.000100	0.466171	0.000100	0.470526	0.000100	0.477895	0.000100	0.482667	0.000100	-4.665715
PF08310	7059	612	0	24	0.243519	1.062729	77.285675	7.152413	0.503918	0.000100	0.524545	0.000100	0.525773	0.000100	0.530509	0.000100	0.534292	0.000100	-9.604751
PF08311	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08312	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08313	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08314	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08315	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08316	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08317	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08318	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08320	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08321	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08323	7059	3662	0	6	0.616943	0.676044	1.448723	0.947354	0.300480	0.000100	0.320028	0.000100	0.325173	0.000100	0.328987	0.000100	0.325013	0.000100	-0.526816
PF08324	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08325	7059	8	0	1	0.001133	0.033646	877.376135	29.654277	0.512301	0.000100	0.512301	0.000100	0.512301	0.000100	0.512301	0.000100	0.512301	0.000100	-110.420068
PF08326	7059	557	0	2	0.081456	0.282703	10.924924	3.394064	0.534464	0.000100	0.535584	0.000100	0.535889	0.000100	0.536079	0.000100	0.536205	0.000100	-17.943562
PF08327	7059	4474	0	26	2.752090	3.935522	4.153388	2.018116	0.254339	0.000100	0.216008	0.000100	0.215766	0.000100	0.244921	0.000100	0.239225	0.000100	-0.416067
PF08328	7059	2873	0	1	0.406998	0.491275	-1.856651	0.378615	0.389278	0.000100	0.389278	0.000100	0.389278	0.000100	0.389278	0.000100	0.389278	0.000100	-1.644633
PF08329	7059	286	0	3	0.043632	0.219647	32.974831	5.438728	0.538209	0.000100	0.539926	0.000100	0.540383	0.000100	0.540683	0.000100	0.540884	0.000100	-34.094443
PF08332	7059	399	0	4	0.059782	0.252140	25.739093	4.595594	0.537180	0.000100	0.539201	0.000100	0.539648	0.000100	0.539954	0.000100	0.540151	0.000100	-24.717123
PF08333	7059	3	0	1	0.000425	0.020611	2348.000425	48.476803	0.507800	0.000100	0.507800	0.000100	0.507800	0.000100	0.507800	0.000100	0.507800	0.000100	-110.420068
PF08336	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08337	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08338	7059	4625	0	5	0.810880	0.714979	1.069858	0.738787	0.259703	0.000100	0.326126	0.000100	0.353339	0.000100	0.379833	0.000100	0.317424	0.000100	0.152714
PF08344	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08347	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08351	7059	445	0	1	0.063040	0.243035	10.930203	3.595859	0.539284	0.000100	0.539284	0.000100	0.539284	0.000100	0.539284	0.000100	0.539284	0.000100	-22.885311
PF08352	7059	6242	0	60	6.250744	7.408489	8.663802	2.438651	0.199428	0.000100	0.108280	0.000100	0.113456	0.000100	0.134553	0.000100	0.102405	0.000100	-0.046910
PF08354	7059	227	0	2	0.033574	0.187830	35.562966	5.807214	0.538769	0.000100	0.539655	0.000100	0.539900	0.000100	0.540053	0.000100	0.540156	0.000100	-43.736315
PF08355	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08356	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08357	7059	128	0	4	0.023658	0.198110	161.921498	11.318742	0.529391	0.000100	0.533667	0.000100	0.534565	0.000100	0.535369	0.000100	0.535912	0.000100	-68.781822
PF08365	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08366	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08367	7059	517	0	3	0.075506	0.273170	13.081165	3.604337	0.535635	0.000100	0.536837	0.000100	0.537131	0.000100	0.537320	0.000100	0.537443	0.000100	-19.353839
PF08368	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08370	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08372	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08373	7059	6	0	1	0.000850	0.029142	1171.500851	34.256399	0.510783	0.000100	0.510783	0.000100	0.510783	0.000100	0.510783	0.000100	0.510783	0.000100	-110.420068
PF08374	7059	1	0	1	0.000142	0.011901	7054.000142	84.000001	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	-110.420068
PF08375	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08376	7059	1717	0	14	0.768947	1.869755	9.183809	2.993577	0.416311	0.000100	0.448150	0.000100	0.451624	0.000100	0.461941	0.000100	0.470732	0.000100	-2.772399
PF08377	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08378	7059	2816	0	15	0.705907	1.244536	18.083156	3.353247	0.315776	0.000100	0.367792	0.000100	0.374571	0.000100	0.385583	0.000100	0.389923	0.000100	-1.587948
PF08381	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08383	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08384	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08385	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08386	7059	2037	0	18	0.713132	1.760166	20.064717	4.054374	0.368738	0.000100	0.420607	0.000100	0.424876	0.000100	0.438651	0.000100	0.448304	0.000100	-2.487264
PF08387	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08389	7059	1	0	1	0.000142	0.011901	7054.000142	84.000001	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	-110.420068
PF08390	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08391	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08392	7059	134	0	2	0.019408	0.141001	56.956499	7.417420	0.535752	0.000100	0.536126	0.000100	0.536227	0.000100	0.536289	0.000100	0.536330	0.000100	-75.017439
PF08393	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08395	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08397	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08398	7059	77	0	2	0.011050	0.105882	96.576430	9.710507	0.530647	0.000100	0.530817	0.000100	0.530862	0.000100	0.530889	0.000100	0.530907	0.000100	-90.526417
PF08399	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08402	7059	5453	0	50	3.409973	4.691436	12.201218	2.841669	0.238173	0.000100	0.148006	0.000100	0.124607	0.000100	0.195791	0.000100	0.149128	0.000100	-0.258810
PF08403	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08407	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08409	7059	10	0	1	0.001417	0.037611	700.901419	26.512288	0.513605	0.000100	0.513605	0.000100	0.513605	0.000100	0.513605	0.000100	0.513605	0.000100	-110.420068
PF08412	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08414	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08416	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08417	7059	40	0	4	0.010200	0.152081	362.915540	17.921992	0.521068	0.000100	0.523043	0.000100	0.523507	0.000100	0.524013	0.000100	0.524419	0.000100	-76.500231
PF08418	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08423	7059	10	0	1	0.001417	0.037611	700.901419	26.512288	0.513605	0.000100	0.513605	0.000100	0.513605	0.000100	0.513605	0.000100	0.513605	0.000100	-110.420068
PF08424	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08426	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08427	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08429	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08430	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08432	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08433	7059	13	0	1	0.001842	0.042875	538.001845	23.237940	0.515288	0.000100	0.515288	0.000100	0.515288	0.000100	0.515288	0.000100	0.515288	0.000100	-110.420068
PF08434	7059	2	0	1	0.000283	0.016830	3524.500283	59.384344	0.506432	0.000100	0.506432	0.000100	0.506432	0.000100	0.506432	0.000100	0.506432	0.000100	-110.420068
PF08436	7059	6119	0	3	0.875620	0.356828	3.157198	-1.593442	0.503122	0.000100	0.511117	0.000100	0.513828	0.000100	0.516082	0.000100	0.476202	0.000100	2.478587
PF08438	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08439	7059	2566	0	6	0.588752	0.909501	2.362088	1.590368	0.377770	0.000100	0.397851	0.000100	0.402800	0.000100	0.407710	0.000100	0.409918	0.000100	-1.952609
PF08441	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08442	7059	6071	0	5	0.954951	0.507163	4.415169	0.573418	0.395424	0.000100	0.443377	0.000100	0.464287	0.000100	0.484736	0.000100	0.406145	0.000100	0.793263
PF08443	7059	4148	0	8	1.003967	1.097841	1.267928	1.127881	0.232135	0.000100	0.269919	0.000100	0.278792	0.000100	0.291491	0.000100	0.278068	0.000100	-0.365837
PF08444	7059	1	0	1	0.000142	0.011901	7054.000142	84.000001	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	-110.420068
PF08445	7059	1945	0	11	0.515795	1.120391	13.534353	3.261252	0.401829	0.000100	0.436395	0.000100	0.441627	0.000100	0.449708	0.000100	0.455320	0.000100	-3.025883
PF08446	7059	1268	0	6	0.231903	0.574445	17.834238	3.488834	0.477143	0.000100	0.492826	0.000100	0.495831	0.000100	0.498597	0.000100	0.500441	0.000100	-6.720015
PF08447	7059	5432	0	60	5.587760	6.550818	6.519971	2.013829	0.196850	0.000100	0.148655	0.000100	0.137947	0.000100	0.168752	0.000100	0.148628	0.000100	0.000372
PF08448	7059	6089	0	93	6.914719	8.531224	12.249509	2.839636	0.208837	0.000100	0.089137	0.000100	0.072279	0.000100	0.113264	0.000100	0.089224	0.000100	0.005584
PF08449	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08450	7059	3913	0	14	1.294093	1.755144	5.362114	2.010272	0.258697	0.000100	0.275998	0.000100	0.283837	0.000100	0.300047	0.000100	0.295448	0.000100	-0.635560
PF08451	7059	3	0	1	0.000425	0.020611	2348.000425	48.476803	0.507800	0.000100	0.507800	0.000100	0.507800	0.000100	0.507800	0.000100	0.507800	0.000100	-110.420068
PF08454	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08457	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08458	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08459	7059	6852	0	2	0.973792	0.178197	26.579736	-4.187199	0.529134	0.000100	0.534134	0.000100	0.535967	0.000100	0.537478	0.000100	0.506923	0.000100	3.017159
PF08466	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08472	7059	4	0	1	0.000567	0.023798	1759.750567	41.973212	0.508931	0.000100	0.508931	0.000100	0.508931	0.000100	0.508931	0.000100	0.508931	0.000100	-110.420068
PF08473	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08474	7059	1	0	1	0.000142	0.011901	7054.000142	84.000001	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	-110.420068
PF08477	7059	212	0	11	0.037966	0.262342	493.479039	15.882616	0.527497	0.000100	0.537166	0.000100	0.538038	0.000100	0.539152	0.000100	0.539800	0.000100	-42.456973
PF08479	7059	1453	0	12	0.445956	1.145347	14.948001	3.536573	0.445649	0.000100	0.472569	0.000100	0.476484	0.000100	0.483357	0.000100	0.488737	0.000100	-4.195468
PF08482	7059	3213	0	2	0.460122	0.508258	-1.643149	0.273223	0.362164	0.000100	0.363664	0.000100	0.364060	0.000100	0.364304	0.000100	0.364144	0.000100	-0.825200
PF08487	7059	947	0	8	0.161213	0.479726	56.046403	5.456878	0.497420	0.000100	0.513556	0.000100	0.515570	0.000100	0.517658	0.000100	0.518906	0.000100	-9.694140
PF08488	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08490	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF08491	7059	79	0	2	0.011333	0.107182	93.784792	9.576069	0.530910	0.000100	0.531078	0.000100	0.531122	0.000100	0.531150	0.000100	0.531168	0.000100	-90.526417
