name,NcbiTaxonomyID,habitat,hostid,hostname
Acidithiobacillus ferrooxidans ATCC 23270,243159,Multiple,0,NA
Desulfurococcus kamchatkensis 1221n,490899,Aquatic,0,NA
Desulfatibacillum alkenivorans AK-01,218208,Aquatic,0,NA
Desulfovibrio vulgaris str. 'Miyazaki F',883,Multiple,0,NA
Pseudomonas aeruginosa LESB58,557722,Multiple,9606,Homo sapiens
Bacillus cereus AH820,405535,Multiple,9606,Homo sapiens
Bacillus cereus G9842,405531,Multiple,9606,Homo sapiens
Desulfitobacterium hafniense DCB-2,272564,Specialized,0,NA
Chloroflexus aggregans DSM 9485,326427,Specialized,0,NA
Methanosphaerula palustris E1-9c,521011,Specialized,0,NA
Buchnera aphidicola str. 5A (Acyrthosiphon pisum),563178,HostAssociated,34664,Acyrthosiphon kondoi
Buchnera aphidicola str. Tuc7 (Acyrthosiphon pisum),561501,HostAssociated,34664,Acyrthosiphon kondoi
Bifidobacterium animalis subsp. lactis AD011,442563,Multiple,9606,Homo sapiens
Clostridium kluyveri NBRC 12016,583346,Aquatic,0,NA
Haemophilus parasuis SH0165,557723,HostAssociated,9823,Swine
Buchnera aphidicola (Cinara cedri),372461,NA,0,NA
Arthrobacter chlorophenolicus A6,452863,Terrestrial,0,NA
Cyanothece sp. PCC 7425,395961,Aquatic,0,NA
Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774,525146,Multiple,9940,Sheep
Methylobacterium nodulans ORS 2060,460265,HostAssociated,3828,Crotalaria
Anaeromyxobacter dehalogenans 2CP-1,455488,Terrestrial,0,NA
Mycobacterium leprae Br4923,561304,HostAssociated,9606,Homo sapiens
Clostridium cellulolyticum H10,394503,Terrestrial,0,NA
Halothermothrix orenii H 168,373903,Aquatic,0,NA
Streptococcus pneumoniae ATCC 700669,561276,Multiple,9606,Homo sapiens
Thioalkalivibrio sulfidophilus HL-EbGr7,396588,Specialized,0,NA
Caulobacter crescentus NA1000,565050,Aquatic,0,NA
Rhodobacter sphaeroides KD131,557760,Multiple,0,NA
Thermomicrobium roseum DSM 5159,309801,Specialized,0,NA
Bacillus cereus Q1,361100,Terrestrial,0,NA
Thermotoga neapolitana DSM 4359,309803,Specialized,0,NA
Geobacter sp. FRC-32,316067,Multiple,0,NA
Agrobacterium vitis S4,311402,Multiple,0,Vitis vinifera cv. 'Izsaki Sarfeher
Agrobacterium radiobacter K84,311403,Terrestrial,0,NA
Acidovorax ebreus TPSY,535289,Aquatic,0,NA
Macrococcus caseolyticus JCSC5402,458233,Multiple,0,NA
Streptococcus uberis 0140J,218495,Multiple,9913,Bovine
Anaplasma marginale str. Florida,320483,HostAssociated,9606,Cow Homo sapiens
Halorubrum lacusprofundi ATCC 49239,416348,Aquatic,0,NA
Chloroflexus sp. Y-400-fl,480224,NA,0,NA
Caldicellulosiruptor bescii DSM 6725,521460,Specialized,0,NA
Campylobacter lari RM2100,306263,Multiple,9606,Homo sapiens
Desulfobacterium autotrophicum HRM2,177437,Multiple,0,NA
Nautilia profundicola AmH,598659,Multiple,6376,Alvinella pompejana
Staphylococcus carnosus subsp. carnosus TM300,396513,NA,0,NA
Salmonella enterica subsp. enterica serovar Paratyphi C strain,476213,HostAssociated,9606,Homo sapiens
Mycobacterium bovis BCG str. Tokyo 172,561275,HostAssociated,9606,Homo sapiens
Erwinia pyrifoliae Ep1/96,634499,NA,0,NA
Brachyspira hyodysenteriae WA1,565034,HostAssociated,9823,Pig
Wolbachia sp. wRi,66084,HostAssociated,0,NA
Sulfurihydrogenibium azorense Az-Fu1,204536,Aquatic,0,NA
Persephonella marina EX-H1,123214,Aquatic,0,NA
Brucella melitensis ATCC 23457,546272,HostAssociated,9606,Homo sapiens
Streptococcus pneumoniae JJA,488222,Multiple,9606,Homo sapiens
Streptococcus pneumoniae P1031,488223,Multiple,9606,Homo sapiens
Streptococcus pneumoniae 70585,488221,Multiple,9606,Homo sapiens
Streptococcus pneumoniae Taiwan19F-14,487213,Multiple,9606,Homo sapiens
Streptococcus equi subsp. equi 4047,553482,HostAssociated,9606,Homo sapiens
Bacillus cereus 03BB102,572264,Multiple,9606,Homo sapiens
Acidobacterium capsulatum ATCC 51196,240015,Multiple,0,NA
Listeria monocytogenes serotype 4b str. CLIP 80459,568819,Multiple,9606,Homo sapiens
Gemmatimonas aurantiaca T-27,379066,NA,0,NA
Brevibacillus brevis NBRC 100599,358681,Terrestrial,0,NA
Deinococcus deserti VCD115,546414,Terrestrial,0,NA
Lactobacillus johnsonii FI9785,633699,HostAssociated,9606,Homo sapiens
Laribacter hongkongensis HLHK9,557598,HostAssociated,9606,Homo sapiens
Azotobacter vinelandii DJ,322710,Multiple,0,NA
Clostridium botulinum A2 str. Kyoto,536232,Multiple,9606,Homo sapiens
Bacillus anthracis str. CDC 684,568206,HostAssociated,9606,Homo sapiens
Vibrio cholerae M66-2,579112,Multiple,9606,Homo sapiens
Sulfolobus islandicus M.14.25,427317,Specialized,0,NA
Sulfolobus islandicus L.S.2.15,429572,Specialized,0,NA
Sulfolobus islandicus Y.G.57.14,439386,Hot spring,0,NA
Sulfolobus islandicus Y.N.15.51,419942,Specialized,0,NA
Sulfolobus islandicus M.16.27,427318,Specialized,0,NA
Rickettsia africae ESF-5,347255,HostAssociated,9606,Homo sapiens
Clostridium botulinum Ba4 str. 657,515621,Multiple,9606,Homo sapiens
Bacillus anthracis str. A0248,592021,Multiple,9606,Homo sapiens
Vibrio cholerae MJ-1236,593588,Aquatic,9606,Homo sapiens
Beutenbergia cavernae DSM 12333,471853,Terrestrial,0,NA
Exiguobacterium sp. AT1b,360911,Specialized,0,NA
Chlamydia trachomatis B/Jali20/OT,580049,HostAssociated,9606,Homo sapiens
Chlamydia trachomatis B/TZ1A828/OT,672161,HostAssociated,9606,Homo sapiens
Tolumonas auensis DSM 9187,595494,Aquatic,0,NA
Burkholderia pseudomallei MSHR346,536230,NA,0,NA
Corynebacterium kroppenstedtii DSM 44385,645127,HostAssociated,9606,Homo sapiens
Burkholderia glumae BGR1,626418,Multiple,0,NA
Sulfolobus islandicus M.16.4,426118,Specialized,0,NA
Rickettsia peacockii str. Rustic,562019,HostAssociated,34620,Dermacentor andersoni
Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum),572265,HostAssociated,7029,Acyrthosiphon pisum
Escherichia coli BW2952,595496,Multiple,0,NA
Eubacterium eligens ATCC 27750,515620,HostAssociated,9606,Homo sapiens
Edwardsiella ictaluri 93-146,634503,Aquatic,0,NA
Eubacterium rectale ATCC 33656,515619,HostAssociated,9606,Homo sapiens
Kosmotoga olearia TBF 19.5.1,521045,Aquatic,0,NA
Geobacillus sp. WCH70,471223,NA,0,NA
Variovorax paradoxus S110,543728,Multiple,0,NA
Desulfovibrio magneticus RS-1,573370,Fresh water,0,NA
Micrococcus luteus NCTC 2665,465515,Multiple,0,NA
Thermococcus gammatolerans EJ3,593117,Specialized,0,NA
Mycoplasma conjunctivae HRC/581,45361,HostAssociated,9940,Homo sapiens Sheep
Methylobacterium extorquens AM1,272630,Multiple,0,NA
Bifidobacterium animalis subsp. lactis Bl-04,580050,Multiple,9606,Homo sapiens
Bifidobacterium animalis subsp. lactis DSM 10140,555970,Multiple,9606,Homo sapiens
Bartonella grahamii as4aup,634504,HostAssociated,9606,Apodemus sylvaticus Homo sapiens
Rhizobium leguminosarum bv. trifolii WSM1325,395491,HostAssociated,3888,Pisum sativum
Ralstonia pickettii 12D,428406,Multiple,9606,Homo sapiens
Dickeya dadantii Ech703,579405,Multiple,0,NA
Desulfovibrio salexigens DSM 2638,526222,Multiple,0,NA
Thermococcus sibiricus MM 739,604354,Hot spring,0,NA
Streptococcus dysgalactiae subsp. equisimilis GGS_124,486410,HostAssociated,9606,Homo sapiens
Dickeya zeae Ech1591,561229,NA,0,NA
Aggregatibacter aphrophilus NJ8700,634176,HostAssociated,9606,Homo sapiens
Paenibacillus sp. JDR-2,324057,Terrestrial,0,NA
Pectobacterium carotovorum subsp. carotovorum PC1,561230,HostAssociated,0,NA
Geobacter sp. M21,443144,Aquatic,0,NA
Streptococcus suis BM407,568814,Multiple,9606,Homo sapiens
Streptococcus suis SC84,568813,Multiple,9606,Homo sapiens
Streptococcus suis P1/7,218494,HostAssociated,9823,Homo sapiens Sus scrofa
Mycobacterium tuberculosis KZN 1435,478434,HostAssociated,9606,Homo sapiens
Escherichia coli 'BL21-Gold(DE3)pLysS AG',866768,Multiple,9606,Homo sapiens
Candidatus Hodgkinia cicadicola Dsem,573234,Specialized,946270,Diceroprocta semicincta
Photorhabdus asymbiotica,291112,NA,0,NA
Photorhabdus asymbiotica subsp. asymbiotica ATCC 43949,291112,HostAssociated,9606,Homo sapiens
Escherichia coli B str. REL606,413997,Multiple,9606,Homo sapiens
Methylotenera mobilis JLW8,583345,Aquatic,0,NA
Methylovorus glucosetrophus SIP3-4,582744,Aquatic,0,NA
Helicobacter pylori B38,592205,HostAssociated,9606,Homo sapiens
Hirschia baltica ATCC 49814,582402,Aquatic,0,NA
Lactobacillus plantarum JDM1,644042,HostAssociated,9606,Homo sapiens
Candidatus Liberibacter asiaticus str. psy62,537021,HostAssociated,121845,Diaphorina citri
Methylobacterium extorquens DM4,661410,Terrestrial,0,NA
Teredinibacter turnerae T7901,377629,HostAssociated,457830,Lyrodus pedicellatus
Escherichia coli O157:H7 str. TW14359,544404,Multiple,9606,Homo sapiens
Neorickettsia risticii str. Illinois,434131,HostAssociated,9796,Homo sapiens Horse
Neisseria meningitidis alpha14,662598,HostAssociated,9606,Homo sapiens
Dyadobacter fermentans DSM 18053,471854,HostAssociated,0,NA
Pedobacter heparinus DSM 2366,485917,Terrestrial,0,NA
Flavobacteriaceae bacterium 3519-10,531844,NA,0,NA
Actinosynnema mirum DSM 43827,446462,Terrestrial,0,NA
Brucella microti CCM 4915,568815,Multiple,9606,Homo sapiens
Candidatus Sulcia muelleri SMDSEM,595499,Specialized,0,NA
Acidimicrobium ferrooxidans DSM 10331,525909,Specialized,0,NA
Catenulispora acidiphila DSM 44928,479433,Terrestrial,0,NA
Chitinophaga pinensis DSM 2588,485918,Terrestrial,0,NA
Methanocaldococcus fervens AG86,573064,Specialized,0,NA
Halorhabdus utahensis DSM 12940,519442,Terrestrial,0,NA
Saccharomonospora viridis DSM 43017,471857,Multiple,9606,Homo sapiens
Cyanothece sp. PCC 8802,395962,Aquatic,0,NA
Capnocytophaga ochracea DSM 7271,521097,HostAssociated,9606,Homo sapiens
Anaerococcus prevotii DSM 20548,525919,HostAssociated,9606,Homo sapiens
Slackia heliotrinireducens DSM 20476,471855,Multiple,9940,Sheep
Kangiella koreensis DSM 16069,523791,Aquatic,0,NA
Kytococcus sedentarius DSM 20547,478801,Marine Skin microflora,0,NA
Cryptobacterium curtum DSM 15641,469378,HostAssociated,9606,Homo sapiens
Brachybacterium faecium DSM 4810,446465,Terrestrial,0,NA
Desulfomicrobium baculatum DSM 4028,525897,Terrestrial,0,NA
Jonesia denitrificans DSM 20603,471856,HostAssociated,9913,Ox
Candidatus Accumulibacter phosphatis clade IIA str. UW-1,327160,Specialized,0,NA
Leptotrichia buccalis C-1013-b,523794,HostAssociated,9606,Homo sapiens
Lactobacillus rhamnosus GG,568703,Multiple,9606,Homo sapiens
Lactobacillus rhamnosus Lc 705,568704,Multiple,9606,Homo sapiens
Halomicrobium mukohataei DSM 12286,485914,Specialized,0,NA
Atopobium parvulum DSM 20469,521095,HostAssociated,9606,Homo sapiens
Eggerthella lenta DSM 2243,479437,HostAssociated,9606,Homo sapiens
Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446,521098,Specialized,0,NA
Acetobacter pasteurianus IFO 3283-01,634452,Multiple,0,NA
Desulfotomaculum acetoxidans DSM 771,485916,Multiple,0,NA
Robiginitalea biformata HTCC2501,313596,Aquatic,0,NA
Desulfohalobium retbaense DSM 5692,485915,Specialized,0,NA
Nakamurella multipartita DSM 44233,479431,Terrestrial,0,NA
Cronobacter turicensis z3032,693216,HostAssociated,9606,Homo sapiens
Clostridium difficile CD196,645462,HostAssociated,9606,Homo sapiens
Clostridium difficile R20291,645463,Multiple,9606,Homo sapiens
Escherichia coli O103:H2 str. 12009,585395,HostAssociated,9606,Homo sapiens
Zymomonas mobilis subsp. mobilis NCIMB 11163,622759,NA,0,NA
Escherichia coli O26:H11 str. 11368,573235,Multiple,9606,Homo sapiens
Escherichia coli O111:H- str. 11128,585396,HostAssociated,9606,Homo sapiens
Ammonifex degensii KC4,429009,Specialized,0,NA
Paenibacillus sp. Y412MC10,481743,HostAssociated,9606,Homo sapiens
Methanocaldococcus vulcanius M7,579137,Specialized,0,NA
Fibrobacter succinogenes subsp. succinogenes S85,59374,HostAssociated,0,NA
Geobacillus sp. Y412MC61,544556,Specialized,0,NA
Aggregatibacter actinomycetemcomitans D11S-1,668336,NA,0,NA
Blattabacterium sp. (Periplaneta americana) str. BPLAN,600809,HostAssociated,6973,Blattella germanica
Pectobacterium wasabiae WPP163,561231,Multiple,0,NA
Halothiobacillus neapolitanus c2,555778,Specialized,0,NA
Haliangium ochraceum DSM 14365,502025,Aquatic,0,NA
Gordonia bronchialis DSM 43247,526226,HostAssociated,9606,Homo sapiens
Comamonas testosteroni CNB-2,363952,Multiple,0,NA
Staphylococcus aureus subsp. aureus ED98,681288,HostAssociated,9606,Homo sapiens
Blattabacterium sp. (Blattella germanica) str. Bge,331104,HostAssociated,6973,Blattella germanica
Vibrio sp. Ex25,150340,Marine,0,NA
Rhodothermus marinus DSM 4252,518766,Specialized,0,NA
Edwardsiella tarda EIB202,498217,Multiple,9606,Homo sapiens
Thermomonospora curvata DSM 43183,471852,Specialized,0,NA
Mycoplasma hominis ATCC 23114,347256,NA,0,NA
Sulfurospirillum deleyianum DSM 6946,525898,Aquatic,0,NA
Streptobacillus moniliformis DSM 12112,519441,HostAssociated,9606,Homo sapiens
Sebaldella termitidis ATCC 33386,526218,HostAssociated,0,Termite
Veillonella parvula DSM 2008,479436,HostAssociated,9606,Homo sapiens
Sanguibacter keddieii DSM 10542,446469,HostAssociated,9913,Cow
Thermanaerovibrio acidaminovorans DSM 6589,525903,Terrestrial,0,NA
Sphaerobacter thermophilus DSM 20745,479434,Sludge,0,NA
Thermobaculum terrenum ATCC BAA-798,525904,Specialized,0,NA
Xylanimonas cellulosilytica DSM 15894,446471,Specialized,0,NA
Anaplasma centrale str. Israel,574556,HostAssociated,0,NA
Dehalococcoides sp. VS,311424,Aquatic,0,NA
Dickeya dadantii Ech586,590409,Multiple,0,NA
Streptosporangium roseum DSM 43021,479432,Terrestrial,0,NA
Thermotoga naphthophila RKU-10,590168,Specialized,0,NA
Lactococcus lactis subsp. lactis KF147,684738,HostAssociated,0,NA
Methanocella paludicola SANAE,304371,NA,0,NA
Bifidobacterium dentium Bd1,401473,HostAssociated,9606,Homo sapiens
Rothia mucilaginosa DY-18,680646,HostAssociated,9606,Homo sapiens
Citrobacter rodentium ICC168,637910,Multiple,0,NA
Pirellula staleyi DSM 6068,530564,Aquatic,0,NA
Gardnerella vaginalis 409-05,553190,HostAssociated,9606,Homo sapiens
Xanthomonas albilineans GPE PC73,380358,NA,0,NA
Kribbella flavida DSM 17836,479435,Terrestrial,0,NA
Spirosoma linguale DSM 74,504472,Multiple,0,NA
Conexibacter woesei DSM 14684,469383,Terrestrial,0,NA
Acidaminococcus fermentans DSM 20731,591001,Multiple,9823,Sus scrofa
Archaeoglobus profundus DSM 5631,572546,Specialized,0,NA
Haloterrigena turkmenica DSM 5511,543526,Specialized,0,NA
Geodermatophilus obscurus DSM 43160,526225,Terrestrial,0,NA
Listeria monocytogenes 08-5578,653938,HostAssociated,9606,Homo sapiens
Listeria monocytogenes 08-5923,637381,HostAssociated,9606,Homo sapiens
Sulfolobus islandicus L.D.8.5,425944,Specialized,0,NA
cyanobacterium UCYN-A,1453429,Aquatic,0,NA
Methanobrevibacter ruminantium M1,634498,HostAssociated,9913,Bovine
Bacillus pseudofirmus OF4,398511,Terrestrial,0,NA
Streptococcus gallolyticus UCN34,637909,HostAssociated,9606,Homo sapiens
Hydrogenobacter thermophilus TK-6,608538,NA,0,NA
Ferroglobus placidus DSM 10642,589924,Specialized,0,NA
Klebsiella variicola At-22,640131,HostAssociated,0,NA
Allochromatium vinosum DSM 180,572477,Aquatic,0,NA
Streptococcus mitis B6,365659,HostAssociated,9606,Homo sapiens
Azospirillum sp. B510,137722,Terrestrial,0,NA
Legionella longbeachae NSW150,661367,HostAssociated,9606,Homo sapiens
Methanocaldococcus sp. FS406-22,644281,Specialized,0,NA
Thioalkalivibrio sp. K90mix,396595,Specialized,0,NA
Dehalococcoides sp. GT,633145,Aquatic,0,NA
Listeria seeligeri serovar 1/2b str. SLCC3954,683837,NA,0,NA
Xenorhabdus bovienii SS-2004,406818,HostAssociated,0,Steinernema species
Staphylococcus lugdunensis HKU09-01,698737,HostAssociated,9606,Homo sapiens
Thermocrinis albus DSM 14484,638303,Fresh water Hot spring,0,NA
Clostridiales genomosp. BVAB3 str. UPII9-5,699246,HostAssociated,9606,Homo sapiens
Thermoanaerobacter italicus Ab9,580331,Specialized,0,NA
Natrialba magadii ATCC 43099,547559,Specialized,0,NA
Aciduliprofundum boonei T469,439481,Aquatic,0,NA
Streptococcus mutans NN2025,511691,HostAssociated,9606,Homo sapiens
Streptomyces scabiei 87.22,680198,Terrestrial,0,NA
Deferribacter desulfuricans SSM1,639282,Specialized,0,NA
Escherichia coli O55:H7 str. CB9615,701177,HostAssociated,9606,Homo sapiens
Denitrovibrio acetiphilus DSM 12809,522772,Aquatic,0,NA
Meiothermus ruber DSM 1279,504728,Specialized,0,NA
Stackebrandtia nassauensis DSM 44728,446470,Soil,0,NA
Helicobacter mustelae 12198,679897,HostAssociated,9669,Homo sapiens Mustela putorius furo
Pantoea ananatis LMG 20103,706191,Multiple,37965,Eucalyptus grandisxnitens hybrid
Erwinia amylovora CFBP1430,665029,HostAssociated,0,NA
Nitrosococcus halophilus Nc4,472759,Marine,0,NA
Sideroxydans lithotrophicus ES-1,580332,Aquatic,0,NA
Candidatus Riesia pediculicola USDA,515618,HostAssociated,121225,Pediculus humanus
Haloferax volcanii DS2,309800,Aquatic,0,NA
Erwinia amylovora ATCC 49946,716540,HostAssociated,0,NA
Methanohalophilus mahii DSM 5219,547558,Specialized,0,NA
Candidatus Sulcia muelleri DMIN,641892,Specialized,0,NA
Sphingobium japonicum UT26S,452662,Terrestrial,0,NA
Coraliomargarita akajimensis DSM 45221,583355,Aquatic,0,NA
Candidatus Puniceispirillum marinum IMCC1322,488538,Aquatic,0,NA
Aminobacterium colombiense DSM 12261,572547,Aquatic,0,NA
Shewanella violacea DSS12,637905,Specialized,0,NA
Mycoplasma crocodyli MP145,512564,HostAssociated,8501,Crocodylus niloticus
Yersinia pestis Z176003,637386,HostAssociated,93163,Homo sapiens Marmota himalayana
Salinibacter ruber M8,761659,NA,0,NA
Prevotella ruminicola 23,264731,HostAssociated,9606,Homo sapiens
Rhodobacter capsulatus SB 1003,272942,Multiple,0,NA
Propionibacterium acnes SK137,553199,HostAssociated,9606,Homo sapiens
Zunongwangia profunda SM-A87,655815,NA,0,NA
Bacillus tusciae DSM 2912,562970,NA,0,NA
Caulobacter segnis ATCC 21756,509190,Fresh water,0,NA
Bacillus megaterium DSM 319,592022,Multiple,0,NA
Lactobacillus crispatus ST1,748671,HostAssociated,9606,Homo sapiens
Enterobacter cloacae subsp. cloacae ATCC 13047,716541,Multiple,9606,Homo sapiens
Burkholderia sp. CCGE1002,2654982,HostAssociated,0,NA
Methanocaldococcus infernus ME,573063,Specialized,0,NA
Legionella pneumophila 2300/99 Alcoy,423212,HostAssociated,9606,Homo sapiens
Leuconostoc kimchii IMSNU 11154,762051,NA,0,NA
Moraxella catarrhalis RH4,1236608,HostAssociated,9606,Homo sapiens
Planctomyces limnophilus DSM 3776,521674,Aquatic,0,NA
Brachyspira murdochii DSM 12563,526224,HostAssociated,9823,Swine
Cellulomonas flavigena DSM 20109,446466,Terrestrial,0,NA
Thermincola potens JR,635013,Specialized,0,NA
Thiomonas intermedia K12,75379,Aquatic,0,NA
Tsukamurella paurometabola DSM 20162,521096,Terrestrial,9606,Homo sapiens
Thermosphaera aggregans DSM 11486,633148,Hot spring Solfataric field,0,NA
Thermobispora bispora DSM 43833,469371,Terrestrial,0,NA
Arcobacter nitrofigilis DSM 7299,572480,Multiple,29706,Spartina alterniflora
Segniliparus rotundus DSM 44985,640132,HostAssociated,9606,Homo sapiens
Bifidobacterium longum subsp. longum JDM301,759350,HostAssociated,9606,Homo sapiens
Xenorhabdus nematophila ATCC 19061,406817,HostAssociated,0,NA
Bacillus thuringiensis BMB171,714359,HostAssociated,0,NA
Staphylothermus hellenicus DSM 12710,591019,Specialized,0,NA
Geobacillus sp. C56-T3,691437,NA,0,NA
Methylotenera versatilis 301,666681,NA,0,NA
Thermoanaerobacter mathranii subsp. mathranii str. A3,583358,Specialized,0,NA
Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111,446468,Multiple,9606,Homo sapiens
Meiothermus silvanus DSM 9946,526227,Specialized,0,NA
Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1,754252,Multiple,0,NA
Desulfurivibrio alkaliphilus AHT2,589865,Specialized,0,NA
Starkeya novella DSM 506,639283,Soil,0,NA
Arcanobacterium haemolyticum DSM 20595,644284,HostAssociated,9606,Homo sapiens
Bacillus selenitireducens MLS10,439292,Multiple,0,NA
Syntrophothermus lipocalidus DSM 12680,643648,Specialized,0,NA
Truepera radiovictrix DSM 17093,649638,Fresh water Hot spring,0,NA
Methanococcus voltae A3,456320,Aquatic,0,NA
Waddlia chondrophila WSU 86-1044,716544,HostAssociated,9913,Cow
Croceibacter atlanticus HTCC2559,216432,Aquatic,0,NA
Mobiluncus curtisii ATCC 43063,548479,HostAssociated,9606,Homo sapiens
Nostoc azollae 0708,551115,Multiple,84609,Azolla filiculoides
Streptococcus pneumoniae TCH8431/19A,525381,HostAssociated,9606,Homo sapiens
Methanohalobium evestigatum Z-7303,644295,Specialized,0,NA
Helicobacter pylori B8,693745,HostAssociated,9606,Homo sapiens
Pantoea vagans C9-1,712898,HostAssociated,3750,Malus x domestica
Acinetobacter sp. DR1,436717,Soil,0,NA
Halalkalicoccus jeotgali B3,795797,HostAssociated,0,Shrimp
Erwinia billingiae Eb661,634500,NA,0,NA
Ralstonia solanacearum CFBP2957,859656,NA,0,NA
Ralstonia solanacearum PSI07,859657,NA,0,NA
Hyphomicrobium denitrificans ATCC 51888,582899,Aquatic,0,NA
Dehalogenimonas lykanthroporepellens BL-DC-9,552811,NA,0,NA
Nitrosococcus watsonii C-113,105559,NA,0,NA
Amycolatopsis mediterranei U32,749927,NA,0,NA
Leuconostoc gasicomitatum LMG 18811,762550,NA,0,NA
Herbaspirillum seropedicae SmR1,757424,HostAssociated,4530,Rice
Clostridium ljungdahlii DSM 13528,748727,Terrestrial,9031,Chicken
Corynebacterium pseudotuberculosis FRC41,765874,HostAssociated,9606,Homo sapiens
Brachyspira pilosicoli 95/1000,759914,HostAssociated,9823,Sus scrofa
Bacillus cereus biovar anthracis str. CI,637380,HostAssociated,9606,Homo sapiens
Candidatus Nitrospira defluvii,330214,Fresh water Surface water,0,NA
Olsenella uli DSM 7084,633147,HostAssociated,9606,Homo sapiens
Spirochaeta smaragdinae DSM 11293,573413,Specialized,0,NA
Desulfarculus baarsii DSM 2075,644282,Mud,0,NA
gamma proteobacterium HdN1,83406,NA,0,NA
Prevotella melaninogenica ATCC 25845,553174,HostAssociated,9606,Homo sapiens
Acidilobus saccharovorans 345-15,666510,Fresh water Hot spring,0,NA
Brevundimonas subvibrioides ATCC 15264,633149,Fresh water,0,NA
Clostridium saccharolyticum WM1,610130,Multiple,0,NA
Thermosediminibacter oceani DSM 16646,555079,Specialized,0,NA
Acetohalobium arabaticum DSM 5501,574087,Specialized,0,NA
Butyrivibrio proteoclasticus B316,515622,HostAssociated,0,NA
Micromonospora aurantiaca ATCC 27029,644283,Multiple,0,NA
Caldicellulosiruptor obsidiansis OB47,608506,Multiple,0,NA
Clostridium cellulovorans 743B,573061,Soil,0,NA
Gallionella capsiferriformans ES-2,395494,Aquatic,0,NA
Methanothermobacter marburgensis str. Marburg,79929,Sludge,0,NA
Thermoanaerobacterium thermosaccharolyticum DSM 571,580327,Specialized,0,NA
Parvularcula bermudensis HTCC2503,314260,Aquatic,0,NA
Mycoplasma hyorhinis HUB-1,872331,HostAssociated,0,NA
Ignisphaera aggregans DSM 17230,583356,Aquatic,0,NA
Maribacter sp. HTCC2170,313603,Aquatic,0,NA
Bacillus subtilis subsp. spizizenii str. W23,655816,Terrestrial,0,NA
Paenibacillus polymyxa E681,349520,Terrestrial,0,NA
Spirochaeta thermophila DSM 6192,665571,Hot spring Marine,0,NA
Streptococcus pneumoniae AP200,574093,HostAssociated,9606,Homo sapiens
Candidatus Zinderia insecticola CARI,871271,HostAssociated,36666,Spittlebugs
Streptococcus pneumoniae 670-6B,189423,Multiple,9606,Homo sapiens
Candidatus Sulcia muelleri CARI,706194,Specialized,0,NA
Dickeya dadantii 3937,198628,HostAssociated,0,NA
Cyanothece sp. PCC 7822,497965,Aquatic,0,NA
Sulfurimonas autotrophica DSM 16294,563040,Marine Sediment,0,NA
Methanoplanus petrolearius DSM 11571,679926,Aquatic,0,NA
Halomonas elongata DSM 2581,768066,Fresh water,0,NA
Vulcanisaeta distributa DSM 14429,572478,Specialized,0,NA
Thermoanaerobacter sp. X513,573062,Specialized,0,NA
Burkholderia sp. CCGE1003,640512,HostAssociated,0,NA
Ferrimonas balearica DSM 9799,550540,Aquatic,0,NA
Arthrobacter arilaitensis Re117,861360,Dairy isolate,0,NA
Bacillus amyloliquefaciens DSM 7,692420,Soil,0,NA
Mycoplasma fermentans JER,637387,HostAssociated,9606,Homo sapiens
Lactobacillus plantarum subsp. plantarum ST-III,889932,HostAssociated,9606,Homo sapiens
Helicobacter pylori PeCan4,765963,HostAssociated,9606,Homo sapiens
Helicobacter pylori SJM180,765962,HostAssociated,9606,Homo sapiens
Clostridium sticklandii DSM 519,1511,Terrestrial,0,NA
Bifidobacterium bifidum S17,883062,HostAssociated,9606,Homo sapiens
Enterobacter cloacae SCF1,701347,Soil,0,NA
Ketogulonicigenium vulgare Y25,880591,Terrestrial,0,NA
Paenibacillus polymyxa SC2,886882,Rhizosphere,0,NA
Stigmatella aurantiaca DW4/3-1,378806,Soil,0,NA
Eubacterium limosum KIST612,53442,NA,0,NA
Ilyobacter polytropus DSM 2926,572544,Aquatic,0,NA
Bifidobacterium bifidum PRL2010,702459,HostAssociated,9606,Homo sapiens
Bacillus atrophaeus 1942,720555,Soil,0,NA
Achromobacter xylosoxidans A8,762376,HostAssociated,0,NA
Rothia dentocariosa ATCC 17931,762948,HostAssociated,9606,Homo sapiens
Gardnerella vaginalis ATCC 14019,525284,HostAssociated,9606,Homo sapiens
Geobacillus sp. Y4.1MC1,581103,Multiple,0,NA
Caldicellulosiruptor hydrothermalis 108,632292,Specialized,0,NA
Halanaerobium hydrogeniformans,656519,Specialized,0,NA
Leadbetterella byssophila DSM 17132,649349,NA,0,NA
Bifidobacterium longum subsp. longum BBMN68,890402,HostAssociated,9606,Homo sapiens
Caldicellulosiruptor owensensis OL,632518,Specialized,0,NA
Methanothermus fervidus DSM 2088,523846,Specialized,0,NA
Rhodococcus equi 103S,685727,Multiple,0,NA
Rhodomicrobium vannielii ATCC 17100,648757,NA,0,NA
Frankia sp. EuI1c,298654,Multiple,3193,Plants
Burkholderia rhizoxinica HKI 454,882378,HostAssociated,58291,Rhizopus microsporus
Caldicellulosiruptor kristjanssonii 177R1B,632335,Specialized,0,NA
